"prs_ResponseID","course","planSPELL"
"R_210wIJwoC4Zyqtt","JustS","I'll just take it slowly and steadily, using some of my free time to actually enjoy the content without hurry. "
"R_2151FdkMksg2U1E","BioChem","Study at night after work || Setting aside study time dedicated to coursework "
"R_215l9Cbbca2183G","JustS"," take 2 hours daily to listen to lectures || study or read 30 minutes per day at night or in the bus || set an alarm to remind my of my deadlines || share knowledge with my family so they help me study and meet my goals"
"R_215OvzEFJQUmS8w","BioChem",""
"R_217o6MBmaR7fAJC","JustS"," Whenever I can and at home || Setting up an alarm to tell me when I should start the course || Allow myself quiet time and let others know that I want that quiet time || Do everything I need before my planned time of starting the course"
"R_21aZm1uTXRFGoKp","JustS"," In my student hostel, usually on weekends when I have time || Set a time limit to complete. "
"R_21cXrBjwSWKN15L","JustS"," After work. 2hours each day. || Stay motivated. || Einstein was not a genius- personal motto "
"R_21G8BtTBDrWNHQ7","JustS"," set aside 2 hours daily to go over course material at home || join group discussions on content "
"R_21hRT3zyVkMjtYD","JustS"," I plan to use at least two hours in the afternoon to study, to do the readings of the course. || I have an schedule, to ensure that I'll have enough time to read the lectures twice, and think and study them. || I'll try my best to not let personal the problems get me to leave the course || I'll do the readings and plan some questions and topics for the forum."
"R_21ht2wWCFEOSZOQ","BioChem"," I personally will try to complete the assignments for this course in an quiet environment that will allow me to focus and absorb the information. || I will try to increase my chances of completing the course by making a schedule on when I will study and complete the work so that I don't fall behind. Since this class last past the summer, I will still be taking it during the school year. To ensure that I will complete it, I will integrate the work that needs to be completed with my own schoolwork and activities."
"R_21hXPNQvou3OwHO","BioChem","I plan on taking an hour a day or every other day to read the information in the course. || I also plan on taking some breaks when I feel overwhelmed, keeping in mind that I am still young and this is not expected of me. I also need to have a mentality that is mature and driven and keen on learning. "
"R_21nNkoU3SI7jkMI","BioChem",""
"R_21sKM05rQpJJACi","JustS","in my home office || twice a week || fixed schedule/learning hours || welcome obstacles as encouraging challenges "
"R_21sRbPtiWs1aTtR","BioChem","Set a day each week to tackle unit "
"R_22EnpuNN8ORHRTD","JustS"," Have scheduled time in the evenings || Have a notebook prepared and waiting on the kitchen table || The opportunity to take this course for free is motivation enough. I thank the professor and teaching assistants for their fine work. || If I start pursuing side topics brought up by this course, I'll finish class work first"
"R_22lDV0JXZFcsBsw","AmGov"," I will spend time with the course every night I arrive from work. || I will wake up early if I need to finish something and I know I will not have the time to finish it when I arrive from work. I will respond to every obstacle in a positive way and continue with the next chapter."
"R_22LGrCx6qDoPoj3","BioChem",""
"R_22LLnZt0kKoXdOU","AmGov","I will use my smart phone so I could access the class anytime || I will stop running errands on certain days || I will watch some video during my break time || I will get more organized at home "
"R_22Mklte1AclYJmC","JustS","During morning hours || To keep myself occupied || To learn new things "
"R_22n0RCOv3ouhiVl","AmGov",""
"R_22OWR7Dibv1Gpc4","JustS","I am trying to keep ahead of a schedule that will have me finishing this course on time. || I am committing to a plan to do two sessions per week. "
"R_22rD1uWBEB24kiy","JustS","At home in my spare time. || I will make an schedule and follow thouru. || I will think positive from now on. || Will Do my best to become a better Me. "
"R_22RI9RBSEI7zxjM","AmGov","I plan on using the living room as my study room. || I will wake up early and give myself some hours to allow my brain to awaken more. || If I encounter obstacles, I will do my own research, etc., until I understand. || I also plan on being left alone and not allowing people near me while learning. "
"R_22t9qcl4lUj3BbR","AmGov"," Home || Make a point to commit to the course at least for an hour a day Timetable "
"R_22u0gIsCIbPLJnc","BioChem","My main study setting will be at home, since I will now begin the summer vacations so I plan to spend at least 1 hour a day in this course || Note taking will be a primordial part of my studying for this course || Good time schedules such as knowing the deadlines, will help me finish this course || Joining the discussion forum will help me when having a doubt so this way I can interact with other students that may be more experienced that I am and help each other out "
"R_22VXxqplQaWtdPj","AmGov"," Completing my coursework the day itself when uploaded . || Studying the coursework during the break or refreshment periods. If I face any obstacles, I will do my best to avert them and focus on the course. If I face any difficulties in the course, I will try to contact any of the team members for further guidance (if I have their contact details)"
"R_22WHTbG3TCvf6bl","BioChem","At night, at home || I will study every day. Going online to khan academy and watch videos of biochemistry "
"R_22xmcoLEi4Nwsqk","JustS","One hour a day studying and watching lectures. "
"R_22xWYt8FlnMGDG4","JustS"," At home, after work and over weekends. "
"R_22yQSMFwdaxOKyK","AmGov","I will do the course every day at home. || I will spend time on the course every day. || With difficulty and I will ask for help or persevere || I have just moved house twice in the last 3 weeks. I am living in temporary accommodation. I cannot get the internet on my laptop in my room as the owner here doesn't know how to key my computer in to her wifi. That means I have to use her computer to do my work which I do not like as her computer is in the kitchen where all the noise is and the busyness of the house. I am trying to sort this out but I'm not holding my breath. I may not be here for much longer. I have no idea where I am going to live longterm."
"R_22zTdkj1KOMvUHw","JustS"," Weekends at the library. I plan to allocate a couple of hours a week. I'll consult my teachers on complex questions. "
"R_231MSo1vB0enazI","JustS","Study 2 lectures every week || Think || Answer questions || be involved in discussions "
"R_234AMKYwUCrApqu","AmGov"," During my free time, in the library. || I will read every chapter and finish the required work for it. || I will try my best to finish everything on time. || I will take this class seriously."
"R_23g8V7aUcZOyGYD","JustS",""
"R_23IWLZssUsT4Cg9","JustS"," Planning on studying at home || Decide to dedicate Sunday to the class as my Justice Day - it's already in my calendar || Trying to recruit friends || It's too early to know the obstacles, however since it's not my first MOOC I already know what I can expect and therefore response accordingly. "
"R_23nyOYGmaOcL0YN","BioChem","I am not working now so I will be following the course at home / || I have set up a reminder daily in the hours I want to dedicate to the course If there will be any obstacles I will figure out a solution so that I can accomplish my goal "
"R_23U1w2J3QtvD40e","JustS","At home, one hour on Mon, Wed, Fri mornings || Take notes and review notes || Review lectures and readings || Remember my learning goals after age 73. "
"R_23WdKlwXDBZNOZD","BioChem","I will try to finish this course during my break at home. || Make a learning schedule. || Not giving up. || Take enough time to understand the content."
